Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ITF MEN - SINGLES :  M15 Sofia (Bulgaria),clay,header
CHALLENGER MEN - SINGLES :  Bonn (Germany) - Qualification,clay,header
04.08. 19:00,Laaksonen H.,0,2,3,,,,1,7,50%,62% (24/39),46% (18/39),69% (9/13),27% (11/41),29% (2/7),0% (0/1),6,54% (42/78),27% (13/48),44% (55/126),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],3.24
04.08. 19:00,Torres J. B.,2,6,6,,,,4,1,85%,73% (30/41),71% (5/7),100% (1/1),38% (15/39),54% (21/39),31% (4/13),8,73% (35/48),46% (36/78),56% (71/126),7,100% (8/8),44% (4/9),71% (12/17),"['3', '2', '5', '2']","['1', '0', '6', '3']",[],[],[],1.32
CHALLENGER MEN - SINGLES :  Luedenscheid (Germany) - Qualification,clay,header
29.07. 14:35,Laaksonen H.,0,4,5,,,,13,3,48%,78% (31/40),44% (19/43),78% (7/9),18% (8/44),53% (16/30),0% (0/3),4,60% (50/83),32% (24/74),47% (74/157),1,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],1.65
29.07. 14:35,Basic M.,2,6,7,,,,6,1,59%,82% (36/44),47% (14/30),100% (3/3),23% (9/40),56% (24/43),22% (2/9),4,68% (50/74),40% (33/83),53% (83/157),3,100% (11/11),18% (2/11),59% (13/22),"['6', '4']","['7', '5']",[],[],[],2.18
28.07. 16:15,Laaksonen H.,2,7^7,6,,,,12,1,55%,80% (28/35),52% (15/29),83% (5/6),34% (10/29),63% (26/41),57% (4/7),9,67% (43/64),51% (36/70),59% (79/134),8,89% (8/9),44% (4/9),67% (12/18),"['3', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.85
28.07. 16:15,Vatutin A.,0,6^4,0,,,,1,9,41%,66% (19/29),37% (15/41),43% (3/7),20% (7/35),48% (14/29),17% (1/6),4,49% (34/70),33% (21/64),41% (55/134),3,56% (5/9),11% (1/9),33% (6/18),"['2', '0']",[],[],[],[],1.89
CHALLENGER MEN - SINGLES :  Tampere (Finland),clay,header
23.07. 14:40,Laaksonen H.,0,3,4,,,,3,1,57%,57% (17/30),39% (9/23),38% (3/8),29% (10/35),58% (23/40),38% (3/8),5,49% (26/53),44% (33/75),46% (59/128),3,44% (4/9),30% (3/10),37% (7/19),"['1', '4', '3', '4']","['1', '1']",[],[],[],2.47
23.07. 14:40,Onclin G.,2,6,6,,,,1,3,47%,71% (25/35),43% (17/40),63% (5/8),43% (13/30),61% (14/23),63% (5/8),7,56% (42/75),51% (27/53),54% (69/128),4,70% (7/10),56% (5/9),63% (12/19),"['2', '0', '4', '0', '5', '3']","['1', '0', '3', '2']",[],[],[],1.51
CHALLENGER MEN - SINGLES :  Tampere (Finland) - Qualification,clay,header
21.07. 13:40,Laaksonen H.,2,7^7,5,6,,,1,4,51%,61% (34/56),54% (29/54),65% (11/17),42% (23/55),53% (26/49),64% (7/11),9,57% (63/110),47% (49/104),52% (112/214),4,63% (10/16),41% (7/17),52% (17/33),"['2', '0', '4', '2']","['1', '0', '4', '5']","['1', '0', '4', '3', '6', '3']",[],[],1.59
21.07. 13:40,Nam Ji S.,1,6^2,7,3,,,5,3,53%,58% (32/55),47% (23/49),36% (4/11),39% (22/56),46% (25/54),35% (6/17),7,53% (55/104),43% (47/110),48% (102/214),3,59% (10/17),38% (6/16),48% (16/33),"['2', '3', '4', '5']","['2', '2', '5', '3', '7', '5']","['1', '1']",[],[],2.28
ITF MEN - SINGLES :  M15 Wroclaw (Poland),clay,header
CHALLENGER MEN - SINGLES :  Prostejov (Czech Republic) - Qualification,clay,header
02.06. 13:40,Laaksonen H.,0,1,1,,,,0,4,57%,58% (14/24),11% (2/18),29% (2/7),25% (7/28),39% (9/23),0% (0/4),4,38% (16/42),31% (16/51),34% (32/93),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.43
02.06. 13:40,Kodat T.,2,6,6,,,,6,4,55%,75% (21/28),61% (14/23),100% (4/4),42% (10/24),89% (16/18),71% (5/7),11,69% (35/51),62% (26/42),66% (61/93),6,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '5', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],1.29
CHALLENGER MEN - SINGLES :  Augsburg (Germany) - Qualification,clay,header
19.05. 15:40,Laaksonen H.,0,2,4,,,,1,6,59%,64% (21/33),48% (11/23),40% (2/5),10% (3/29),38% (6/16),0% (0/0),4,57% (32/56),20% (9/45),41% (41/101),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.13
19.05. 15:40,Gombos N.,2,6,6,,,,7,0,64%,90% (26/29),63% (10/16),0% (0/0),36% (12/33),52% (12/23),60% (3/5),14,80% (36/45),43% (24/56),59% (60/101),5,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '4', '1']","['1', '0']",[],[],[],1.34
CHALLENGER MEN - SINGLES :  Hamburg (Germany),hard,header
17.10.2023,Laaksonen H.,0,2,1,,,,2,0,45%,72% (13/18),36% (8/22),40% (2/5),14% (3/22),50% (6/12),0% (0/0),5,53% (21/40),26% (9/34),41% (30/74),1,50% (3/6),0% (0/6),25% (3/12),[],[],[],[],[],1.99
17.10.2023,Ilkel C.,1,6,3,,,,3,1,65%,86% (19/22),50% (6/12),0% (0/0),28% (5/18),64% (14/22),60% (3/5),5,74% (25/34),48% (19/40),59% (44/74),3,100% (6/6),50% (3/6),75% (9/12),"['3', '1', '6', '2']","['3', '1']",[],[],[],1.75
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
03.10.2023,Laaksonen H.,1,4,6,2,,,6,3,58%,69% (36/52),41% (15/37),29% (2/7),30% (13/44),53% (16/30),60% (3/5),9,57% (51/89),39% (29/74),49% (80/163),3,64% (9/14),23% (3/13),44% (12/27),"['3', '3']","['2', '2', '5', '3']",[],[],[],4.50
03.10.2023,Ramos A.,2,6,3,6,,,2,3,59%,70% (31/44),47% (14/30),40% (2/5),31% (16/52),59% (22/37),71% (5/7),9,61% (45/74),43% (38/89),51% (83/163),5,77% (10/13),36% (5/14),56% (15/27),"['2', '1', '5', '4']","['1', '0']","['4', '2', '6', '2']",[],[],1.18
CHALLENGER MEN - SINGLES :  Lisbon (Portugal) - Qualification,clay,header
02.10.2023,Laaksonen H.,1,7^7,2,3,,,2,5,59%,61% (43/70),51% (25/49),73% (11/15),21% (13/61),43% (10/23),100% (1/1),6,57% (68/119),27% (23/84),45% (91/203),3,71% (10/14),7% (1/15),38% (11/29),"['4', '2']",[],[],[],[],1.85
02.10.2023,Dalla Valle E.,2,6^5,6,6,,,3,2,73%,79% (48/61),57% (13/23),0% (0/1),39% (27/70),49% (24/49),27% (4/15),6,73% (61/84),43% (51/119),55% (112/203),3,93% (14/15),29% (4/14),62% (18/29),"['4', '5']","['2', '0', '6', '2']","['3', '1']",[],[],1.88
01.10.2023,Laaksonen H.,2,6,6,,,,4,0,62%,67% (14/21),85% (11/13),0% (0/1),52% (12/23),75% (15/20),67% (6/9),10,74% (25/34),63% (27/43),68% (52/77),8,86% (6/7),86% (6/7),86% (12/14),"['1', '0', '3', '0', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],1.02
01.10.2023,Falcao G.,0,1,1,,,,1,5,53%,48% (11/23),25% (5/20),33% (3/9),33% (7/21),15% (2/13),100% (1/1),5,37% (16/43),26% (9/34),32% (25/77),1,14% (1/7),14% (1/7),14% (2/14),"['1', '3']",[],[],[],[],11.00
CHALLENGER MEN - SINGLES :  Braga (Portugal) - Qualification,clay,header
24.09.2023,Laaksonen H.,0,6^2,3,,,,2,6,45%,70% (28/40),45% (22/49),78% (7/9),27% (8/30),36% (13/36),33% (1/3),7,56% (50/89),32% (21/66),46% (71/155),3,80% (8/10),9% (1/11),43% (9/21),"['4', '4']",[],[],[],[],1.68
24.09.2023,Domingues J.,2,7^7,6,,,,0,1,45%,73% (22/30),64% (23/36),67% (2/3),30% (12/40),55% (27/49),22% (2/9),9,68% (45/66),44% (39/89),54% (84/155),3,91% (10/11),20% (2/10),57% (12/21),"['1', '0']","['5', '3']",[],[],[],2.12
CHALLENGER MEN - SINGLES :  Sibiu (Romania),clay,header
19.09.2023,Laaksonen H.,1,6,0,2,,,3,0,64%,56% (25/45),44% (11/25),50% (6/12),40% (19/48),50% (19/38),27% (3/11),8,51% (36/70),44% (38/86),47% (74/156),5,45% (5/11),27% (3/11),36% (8/22),"['1', '0', '3', '0', '5', '0']",[],[],[],[],1.59
19.09.2023,Echargui M.,2,2,6,6,,,1,5,56%,60% (29/48),50% (19/38),73% (8/11),44% (20/45),56% (14/25),50% (6/12),6,56% (48/86),49% (34/70),53% (82/156),7,73% (8/11),55% (6/11),64% (14/22),"['1', '5']","['2', '0', '4', '0', '6', '0']","['4', '2', '6', '2']",[],[],2.25
CHALLENGER MEN - SINGLES :  Sibiu (Romania) - Qualification,clay,header
18.09.2023,Laaksonen H.,2,6,4,6,,,5,6,52%,77% (34/44),46% (19/41),73% (8/11),48% (23/48),46% (18/39),55% (6/11),6,62% (53/85),47% (41/87),55% (94/172),5,77% (10/13),46% (6/13),62% (16/26),"['2', '1', '3', '2', '6', '3']","['3', '1']","['3', '1', '5', '1']",[],[],1.34
18.09.2023,Kivattsev K.,1,3,6,1,,,0,2,55%,52% (25/48),54% (21/39),45% (5/11),23% (10/44),54% (22/41),27% (3/11),6,53% (46/87),38% (32/85),45% (78/172),4,54% (7/13),23% (3/13),38% (10/26),"['2', '2']","['2', '3', '4', '3']",[],[],[],3.11
17.09.2023,Laaksonen H.,2,6,6,,,,2,1,52%,75% (18/24),73% (16/22),100% (1/1),30% (7/23),60% (18/30),50% (4/8),5,74% (34/46),47% (25/53),60% (59/99),5,100% (8/8),50% (4/8),75% (12/16),"['3', '2', '6', '3']","['3', '1', '5', '1']",[],[],[],1.13
