Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES M15 Slobozia (Romania),clay,header
15.07.,Dancu V. A.,0,,,,,,[],[],[],[],[],0
15.07.,Cazacu D. N.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Targu Mures (Romania),clay,header
25.09.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
25.09.2024,Ene T.,1,,,,,,[],[],[],[],[],0
CHALLENGER MEN - SINGLES Sibiu (Romania) - Qualification,clay,header
15.09.2024,Dancu V. A.,0,,,,,,2,1,58%,68% (25/37),48% (13/27),40% (2/5),24% (9/37),29% (4/14),50% (1/2),59% (38/64),25% (13/51),44% (51/115),5,1,70% (7/10),10% (1/10),40% (8/20),[],[],[],[],[],0
15.09.2024,Olivieri G. A.,2,,,,,,0,0,73%,76% (28/37),71% (10/14),50% (1/2),32% (12/37),52% (14/27),60% (3/5),75% (38/51),41% (26/64),56% (64/115),5,0,90% (9/10),30% (3/10),60% (12/20),[],[],[],[],[],0
ITF MEN - SINGLES M15 Buzau (Romania),clay,header
ITF MEN - SINGLES M15 Bucharest 5 (Romania),clay,header
ITF MEN - SINGLES M15 Targu Jiu (Romania),clay,header
13.08.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
13.08.2024,De Vincentis M.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Curtea de Arges (Romania),clay,header
06.08.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
06.08.2024,Puskar S.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25+H Bacau (Romania),clay,header
CHALLENGER MEN - SINGLES Iasi (Romania) - Qualification,clay,header
08.07.2024,Dancu V. A.,1,,,,,,19,6,50%,80% (45/56),44% (25/57),64% (7/11),20% (12/59),61% (27/44),75% (3/4),62% (70/113),38% (39/103),50% (109/216),5,7,75% (12/16),19% (3/16),47% (15/32),[],[],[],[],[],0
08.07.2024,Vrbensky M.,2,,,,,,10,5,57%,80% (47/59),39% (17/44),25% (1/4),20% (11/56),56% (32/57),36% (4/11),62% (64/103),38% (43/113),50% (107/216),5,0,81% (13/16),25% (4/16),53% (17/32),[],[],[],[],[],0
07.07.2024,Palosi S.,1,,,,,,2,2,70%,55% (34/62),44% (12/27),57% (8/14),32% (13/41),42% (14/33),67% (2/3),52% (46/89),36% (27/74),45% (73/163),5,0,50% (6/12),17% (2/12),33% (8/24),[],[],[],[],[],0
07.07.2024,Dancu V. A.,1,,,,,,7,1,55%,68% (28/41),58% (19/33),33% (1/3),45% (28/62),56% (15/27),43% (6/14),64% (47/74),48% (43/89),55% (90/163),5,0,83% (10/12),50% (6/12),67% (16/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Brasov (Romania),clay,header
02.07.2024,Dancu V. A.,0,,,,,,3,1,59%,77% (30/39),41% (11/27),67% (4/6),15% (6/39),38% (10/26),0% (0/2),62% (41/66),25% (16/65),44% (57/131),5,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],0
02.07.2024,Olivieri G. A.,2,,,,,,7,2,60%,85% (33/39),62% (16/26),100% (2/2),23% (9/39),59% (16/27),33% (2/6),75% (49/65),38% (25/66),56% (74/131),5,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Brasov (Romania) - Qualification,clay,header
01.07.2024,Dancu V. A.,2,,,,,,2,1,54%,77% (24/31),73% (19/26),100% (2/2),24% (8/34),61% (14/23),20% (2/10),75% (43/57),39% (22/57),57% (65/114),6,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],0
01.07.2024,Bobrov B.,0,,,,,,2,2,60%,76% (26/34),39% (9/23),80% (8/10),23% (7/31),27% (7/26),0% (0/2),61% (35/57),25% (14/57),43% (49/114),4,4,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],0
30.06.2024,Dancu V. A.,2,,,,,,4,0,45%,81% (17/21),73% (19/26),75% (3/4),25% (6/24),63% (24/38),57% (4/7),77% (36/47),48% (30/62),61% (66/109),9,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],0
30.06.2024,Pavel B.,0,,,,,,4,6,39%,75% (18/24),37% (14/38),43% (3/7),19% (4/21),27% (7/26),25% (1/4),52% (32/62),23% (11/47),39% (43/109),1,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],0
ITF MEN - SINGLES M25 Satu Mare (Romania),clay,header
25.06.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
25.06.2024,Papoe R. M.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Oradea (Romania),clay,header
14.06.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
14.06.2024,Palosi S.,2,,,,,,[],[],[],[],[],0
13.06.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
13.06.2024,Ghetu G.,1,,,,,,[],[],[],[],[],0
12.06.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
12.06.2024,Bancalari A.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Constanta (Romania),clay,header
31.05.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
31.05.2024,Ferrari F.,2,,,,,,[],[],[],[],[],0
30.05.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
30.05.2024,De Vincentis M.,1,,,,,,[],[],[],[],[],0
29.05.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
29.05.2024,Uta D.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Bucharest 3 (Romania),clay,header
22.05.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
22.05.2024,Chirita I. A.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Bucharest 2 (Romania),clay,header
14.05.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
14.05.2024,Beaupain S.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Bucharest (Romania),clay,header
08.05.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
08.05.2024,Lootsma N.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 3 (Serbia),clay,header
02.05.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
02.05.2024,Maksimovic M.,2,,,,,,[],[],[],[],[],0
01.05.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
01.05.2024,Radjenovic V.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 2 (Serbia),clay,header
27.04.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
27.04.2024,Hampe S. P.,2,,,,,,[],[],[],[],[],0
26.04.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
26.04.2024,Petrovic D.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25 Hammamet 5 (Tunisia),clay,header
04.04.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
04.04.2024,Bagnolini D.,2,,,,,,[],[],[],[],[],0
03.04.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
03.04.2024,Cano F.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Antalya 8 (Turkey),clay,header
28.03.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
28.03.2024,Slump S.,2,,,,,,[],[],[],[],[],0
27.03.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
27.03.2024,Jecan M. A.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Alaminos-Larnaca 2 (Cyprus),clay,header
22.03.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
22.03.2024,Gerch L.,2,,,,,,[],[],[],[],[],0
21.03.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
21.03.2024,Bacaloni A.,1,,,,,,[],[],[],[],[],0
20.03.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
20.03.2024,Cadenasso G.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Alaminos-Larnaca (Cyprus),clay,header
16.03.2024,Dancu V. A.,1,,,,,,[],[],[],[],[],0
16.03.2024,Gerch L.,2,,,,,,[],[],[],[],[],0
15.03.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
15.03.2024,Marmousez L.,1,,,,,,[],[],[],[],[],0
14.03.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
14.03.2024,Shaw M.,0,,,,,,[],[],[],[],[],0
13.03.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
13.03.2024,Piatti R.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Antalya 4 (Turkey),clay,header
01.03.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
01.03.2024,La Vela G.,2,,,,,,[],[],[],[],[],0
29.02.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
29.02.2024,Campana F.,0,,,,,,[],[],[],[],[],0
28.02.2024,Dancu V. A.,2,,,,,,[],[],[],[],[],0
28.02.2024,Marinescu M. R.,1,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25 Hammamet (Tunisia),clay,header
31.01.2024,Dancu V. A.,0,,,,,,[],[],[],[],[],0
31.01.2024,Cadenasso G.,2,,,,,,[],[],[],[],[],0
