Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ATP - SINGLES :  Olympic Games (World),clay,header
29.07. 00:00,Raonic M.,1,7^7,6^5,6^1,,,29,10,66%,83% (69/83),44% (19/43),100% (3/3),12% (8/67),40% (16/40),0% (0/0),15,45,85% (17/20),6,71% (89/126),22% (24/108),48% (113/234),1,100% (18/18),0% (0/18),50% (18/36),[],[],[],[],[],2.74
29.07. 00:00,Koepfer D.,2,6^2,7^7,7^7,,,12,6,63%,88% (59/67),60% (24/40),0% (0/0),17% (14/83),56% (24/43),0% (0/3),23,26,86% (6/7),6,78% (84/108),29% (37/126),52% (121/234),2,100% (18/18),0% (0/18),50% (18/36),[],[],[],[],[],1.46
ATP - SINGLES :  London (United Kingdom),grass,header
19.06. 22:25,Raonic M.,0,6^5,4,,,,9,3,58%,79% (27/34),72% (18/25),0% (0/1),19% (8/43),36% (8/22),0% (0/3),24,13,71% (12/17),6,76% (45/59),25% (16/65),49% (61/124),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.40
19.06. 22:25,Fritz T.,2,7^7,6,,,,11,0,66%,81% (35/43),64% (14/22),100% (3/3),21% (7/34),28% (7/25),100% (1/1),25,2,50% (2/4),7,75% (49/65),24% (14/59),51% (63/124),3,100% (11/11),9% (1/11),55% (12/22),[],"['5', '4']",[],[],[],1.59
17.06. 20:25,Raonic M.,2,6^6,6,7^11,,,47,6,69%,86% (65/76),56% (19/34),100% (2/2),20% (15/75),41% (11/27),25% (1/4),70,17,72% (21/29),5,76% (84/110),25% (26/102),52% (110/212),3,100% (17/17),6% (1/16),55% (18/33),[],"['2', '0']",[],[],[],1.63
17.06. 20:25,Norrie C.,1,7^8,3,6^9,,,12,2,74%,80% (60/75),59% (16/27),75% (3/4),14% (11/76),44% (15/34),0% (0/2),35,10,75% (15/20),6,75% (76/102),24% (26/110),48% (102/212),1,94% (15/16),0% (0/17),45% (15/33),[],[],[],[],[],2.32
ATP - SINGLES :  Hertogenbosch (Netherlands),grass,header
14.06. 18:20,Raonic M.,0,5,2,,,,8,3,58%,76% (26/34),24% (6/25),43% (3/7),23% (7/30),39% (11/28),25% (1/4),17,18,60% (6/10),7,54% (32/59),31% (18/58),43% (50/117),2,60% (6/10),10% (1/10),35% (7/20),"['3', '3']",[],[],[],[],3.20
14.06. 18:20,De Minaur A.,2,7,6,,,,3,2,52%,77% (23/30),61% (17/28),75% (3/4),24% (8/34),76% (19/25),57% (4/7),7,5,71% (5/7),9,69% (40/58),46% (27/59),57% (67/117),5,90% (9/10),40% (4/10),65% (13/20),"['3', '2', '6', '5']","['3', '2', '5', '2']",[],[],[],1.36
13.06. 21:25,Raonic M.,2,4,6,7,,,25,2,60%,89% (39/44),62% (18/29),0% (0/1),30% (16/53),47% (14/30),75% (3/4),51,9,75% (12/16),14,78% (57/73),36% (30/83),56% (87/156),5,93% (14/15),20% (3/15),57% (17/30),[],"['4', '2', '6', '2']","['7', '5']",[],[],1.59
13.06. 21:25,Bautista-Agut R.,1,6,2,5,,,2,2,64%,70% (37/53),53% (16/30),25% (1/4),11% (5/44),38% (11/29),100% (1/1),11,6,80% (4/5),5,64% (53/83),22% (16/73),44% (69/156),3,80% (12/15),7% (1/15),43% (13/30),"['5', '4']",[],[],[],[],2.35
11.06. 17:10,Raonic M.,2,6,6,,,,14,1,77%,89% (33/37),64% (7/11),0% (0/0),38% (18/48),52% (17/33),17% (2/12),34,10,76% (13/17),9,83% (40/48),43% (35/81),58% (75/129),3,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['1', '0']",[],[],[],2.42
11.06. 17:10,Thompson J.,0,3,4,,,,4,3,59%,63% (30/48),48% (16/33),83% (10/12),11% (4/37),36% (4/11),0% (0/0),12,12,71% (10/14),4,57% (46/81),17% (8/48),42% (54/129),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.58
ATP - SINGLES :  Indian Wells (USA),hard,header
08.03. 07:35,Raonic M.,2,6,6,,,,9,4,51%,76% (26/34),52% (17/33),100% (2/2),37% (14/38),52% (13/25),25% (3/12),23,19,85% (17/20),6,64% (43/67),43% (27/63),54% (70/130),3,100% (9/9),33% (3/9),67% (12/18),"['3', '1']","['2', '1', '6', '3']",[],[],[],1.40
08.03. 07:35,Nagal S.,0,3,3,,,,0,2,60%,63% (24/38),48% (12/25),75% (9/12),24% (8/34),48% (16/33),0% (0/2),2,13,25% (1/4),5,57% (36/63),36% (24/67),46% (60/130),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.00
ATP - SINGLES :  Rotterdam (Netherlands),hard,header
17.02. 02:15,Raonic M.,0,6^4,1,,,,11,0,76%,79% (23/29),67% (6/9),0% (0/1),19% (6/32),46% (6/13),25% (1/4),19,18,75% (3/4),4,76% (29/38),27% (12/45),49% (41/83),2,86% (6/7),14% (1/7),50% (7/14),"['3', '3']",[],[],[],[],7.03
17.02. 02:15,Sinner J.,1,7^7,1,,,,3,0,71%,81% (26/32),54% (7/13),75% (3/4),21% (6/29),33% (3/9),100% (1/1),11,11,50% (1/2),5,73% (33/45),24% (9/38),51% (42/83),3,86% (6/7),14% (1/7),50% (7/14),"['3', '2']",[],[],[],[],1.10
14.02. 18:15,Raonic M.,2,6,6,,,,12,5,61%,85% (28/33),67% (14/21),100% (3/3),34% (14/41),42% (10/24),33% (2/6),30,15,60% (18/30),6,78% (42/54),37% (24/65),55% (66/119),3,100% (10/10),20% (2/10),60% (12/20),"['2', '1']","['3', '2']",[],[],[],2.59
14.02. 18:15,Bublik A.,0,4,4,,,,4,4,63%,66% (27/41),58% (14/24),67% (4/6),15% (5/33),33% (7/21),0% (0/3),6,15,20% (1/5),5,63% (41/65),22% (12/54),45% (53/119),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.51
12.02. 20:55,Raonic M.,2,7^7,6,,,,20,7,56%,97% (36/37),52% (15/29),100% (1/1),16% (7/44),51% (18/35),13% (1/8),36,15,81% (13/16),7,77% (51/66),32% (25/79),52% (76/145),3,100% (11/11),9% (1/11),55% (12/22),[],"['5', '4']",[],[],[],1.68
12.02. 20:55,De Jong J.,0,6^5,4,,,,7,4,56%,84% (37/44),49% (17/35),88% (7/8),3% (1/37),48% (14/29),0% (0/1),15,8,78% (7/9),6,68% (54/79),23% (15/66),48% (69/145),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.22
ATP - SINGLES :  Australian Open (Australia),hard,header
15.01. 13:45,De Minaur A.,1,6^6,6,2,,,10,1,51%,85% (35/41),62% (24/39),100% (4/4),40% (16/40),37% (11/30),67% (2/3),26,12,89% (8/9),6,74% (59/80),31% (22/70),54% (81/150),3,100% (12/12),18% (2/11),61% (14/23),[],"['4', '2']","['1', '0']",[],[],1.12
15.01. 13:45,Raonic M.,1,7^8,3,0,,,12,1,57%,75% (30/40),60% (18/30),33% (1/3),15% (6/41),38% (15/39),0% (0/4),31,33,50% (6/12),4,69% (48/70),26% (21/80),46% (69/150),1,82% (9/11),0% (0/12),39% (9/23),[],[],[],[],[],6.54
EXHIBITION - MEN :  Others matches (World),-,header
12.01. 05:35,Raonic M.,2,7^7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['5', '3']",[],[],[],2.40
12.01. 05:35,Tiafoe F.,0,6^3,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0']",[],[],[],[],1.58
ATP - SINGLES :  Davis Cup - World Group (World) - Play Offs,-,header
21.11.2023,Raonic M.,2,6,7,,,,18,1,72%,97% (33/34),85% (11/13),0% (0/0),25% (9/36),50% (12/24),40% (2/5),34,16,70% (7/10),6,94% (44/47),35% (21/60),61% (65/107),3,100% (11/11),20% (2/10),62% (13/21),"['5', '3']","['6', '5']",[],[],[],1.06
21.11.2023,Kaukovalta P.,0,3,5,,,,11,0,60%,75% (27/36),50% (12/24),60% (3/5),3% (1/34),15% (2/13),0% (0/0),16,16,38% (6/16),4,65% (39/60),6% (3/47),39% (42/107),1,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],7.84
ATP - SINGLES :  US Open (USA),hard,header
29.08.2023,Raonic M.,0,2,3,4,,,8,8,46%,82% (32/39),33% (15/45),64% (9/14),16% (7/45),45% (14/31),33% (1/3),32,48,61% (17/28),5,56% (47/84),28% (21/75),43% (68/159),2,62% (8/13),7% (1/14),33% (9/27),2062,[],[],"['4', '2']",[],[],3.74
29.08.2023,Tsitsipas S.,3,6,6,6,,,7,5,59%,84% (38/45),55% (17/31),67% (2/3),18% (7/39),67% (30/45),36% (5/14),25,20,73% (11/15),6,72% (54/75),44% (37/84),58% (92/159),4,93% (13/14),38% (5/13),67% (18/27),2057,"['3', '1', '6', '2']","['5', '3']","['3', '4', '5', '4']",[],[],1.29
ATP - SINGLES :  Toronto (Canada),hard,header
10.08.2023,Raonic M.,0,3,3,,,,9,6,64%,77% (27/35),30% (6/20),40% (2/5),19% (7/37),33% (5/15),0% (0/2),25,11,45% (5/11),4,60% (33/55),23% (12/52),42% (45/107),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.91
10.08.2023,McDonald M.,2,6,6,,,,5,2,71%,81% (30/37),67% (10/15),100% (2/2),23% (8/35),70% (14/20),60% (3/5),11,2,88% (7/8),7,77% (40/52),40% (22/55),58% (62/107),5,100% (9/9),33% (3/9),67% (12/18),"['1', '0', '6', '3']","['2', '0']",[],[],[],1.91
09.08.2023,Raonic M.,2,6,6,,,,15,2,57%,90% (26/29),68% (15/22),0% (0/0),24% (10/41),61% (17/28),29% (2/7),42,10,74% (14/19),5,80% (41/51),39% (27/69),57% (68/120),5,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['2', '0']",[],[],[],1.63
09.08.2023,Daniel T.,0,4,3,,,,3,2,59%,76% (31/41),39% (11/28),71% (5/7),10% (3/29),32% (7/22),0% (0/0),9,6,80% (4/5),4,61% (42/69),20% (10/51),43% (52/120),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.32
08.08.2023,Raonic M.,2,6^12,7^7,6,,,37,8,57%,87% (61/70),56% (29/52),86% (6/7),19% (10/53),34% (15/44),100% (2/2),57,20,62% (13/21),9,74% (90/122),26% (25/97),53% (115/219),5,94% (16/17),13% (2/16),55% (18/33),"['5', '5']",[],"['2', '0']",[],[],3.00
08.08.2023,Tiafoe F.,1,7^14,6^4,3,,,8,0,55%,81% (43/53),66% (29/44),0% (0/2),13% (9/70),44% (23/52),14% (1/7),27,6,65% (11/17),7,74% (72/97),26% (32/122),47% (104/219),3,88% (14/16),6% (1/17),45% (15/33),"['1', '0']",[],[],[],[],1.40
ATP - SINGLES :  Wimbledon (United Kingdom),grass,header
06.07.2023,Raonic M.,1,4,6^4,7^7,4,,21,8,63%,78% (69/89),45% (24/53),71% (10/14),16% (12/74),45% (23/51),67% (2/3),49,30,58% (46/80),6,65% (93/142),28% (35/125),48% (128/267),3,82% (18/22),9% (2/22),45% (20/44),2468,"['2', '2']",[],"['4', '5']",[],[],2.81
06.07.2023,Paul T.,3,6,7^7,6^4,6,,13,4,59%,84% (62/74),55% (28/51),33% (1/3),22% (20/89),55% (29/53),29% (4/14),57,22,63% (31/49),7,72% (90/125),35% (49/142),52% (139/267),3,91% (20/22),18% (4/22),55% (24/44),2416,"['2', '1', '3', '2']",[],"['5', '3']","['2', '1']",[],1.44
05.07.2023,Raonic M.,3,6^5,6,7^7,6,,28,2,70%,88% (77/88),54% (20/37),100% (2/2),26% (18/70),43% (23/53),38% (3/8),58,37,67% (28/42),8,78% (97/125),33% (40/123),55% (137/248),5,100% (21/21),15% (3/20),59% (24/41),2564,[],"['1', '0']",[],"['3', '1', '5', '1']",[],1.91
05.07.2023,Novak D.,1,7^7,4,6^5,1,,4,4,57%,74% (52/70),58% (31/53),63% (5/8),13% (11/88),46% (17/37),0% (0/2),25,29,75% (27/36),5,67% (83/123),22% (28/125),45% (111/248),2,85% (17/20),0% (0/21),41% (17/41),2504,[],[],[],[],[],1.91
ATP - SINGLES :  Hertogenbosch (Netherlands),grass,header
15.06.2023,Raonic M.,0,6^4,1,,,,9,8,64%,68% (30/44),48% (12/25),50% (2/4),15% (6/41),32% (6/19),0% (0/2),4,61% (42/69),20% (12/60),42% (54/129),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.68
15.06.2023,Thompson J.,2,7^7,6,,,,5,0,68%,85% (35/41),68% (13/19),100% (2/2),32% (14/44),52% (13/25),50% (2/4),6,80% (48/60),39% (27/69),58% (75/129),5,100% (10/10),22% (2/9),63% (12/19),[],"['3', '1', '5', '1']",[],[],[],2.22
12.06.2023,Raonic M.,2,6,6,,,,15,7,65%,92% (34/37),40% (8/20),80% (4/5),35% (17/49),56% (14/25),30% (3/10),6,74% (42/57),42% (31/74),56% (73/131),5,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '5', '3']","['1', '0']",[],[],[],2.51
12.06.2023,Kecmanovic M.,0,3,4,,,,4,1,66%,65% (32/49),44% (11/25),70% (7/10),8% (3/37),60% (12/20),20% (1/5),5,58% (43/74),26% (15/57),44% (58/131),2,67% (6/9),10% (1/10),37% (7/19),"['1', '2']",[],[],[],[],1.54
ATP - SINGLES :  Atlanta (USA),hard,header
29.07.2021,Raonic M.,1,7,3,6^4,,,27,10,57%,82% (42/51),47% (18/38),40% (2/5),18% (10/57),49% (20/41),60% (3/5),7,67% (60/89),31% (30/98),48% (90/187),3,81% (13/16),18% (3/17),48% (16/33),"['3', '2', '6', '5']",[],"['5', '5']",[],[],1.55
29.07.2021,Nakashima B.,2,5,6,7^7,,,13,0,58%,82% (47/57),51% (21/41),40% (2/5),18% (9/51),26% (10/38),60% (3/5),7,69% (68/98),33% (29/89),52% (97/187),3,82% (14/17),19% (3/16),52% (17/33),"['4', '4']","['4', '2']","['1', '0']",[],[],2.53
ATP - SINGLES :  Miami (USA),hard,header
31.03.2021,Raonic M.,1,6,3,6^4,,,12,5,60%,76% (47/62),57% (24/42),91% (10/11),19% (13/67),36% (12/33),50% (1/2),7,68% (71/104),29% (29/100),49% (100/204),3,93% (14/15),6% (1/16),48% (15/31),"['2', '1']",[],[],[],[],1.37
31.03.2021,Hurkacz H.,2,4,6,7^7,,,14,4,67%,81% (54/67),52% (17/33),50% (1/2),24% (15/62),31% (13/42),9% (1/11),7,71% (71/100),32% (33/104),51% (104/204),3,94% (15/16),7% (1/15),52% (16/31),[],"['4', '2']",[],[],[],3.21
29.03.2021,Raonic M.,2,6,7,,,,12,2,65%,77% (34/44),54% (13/24),100% (3/3),32% (13/41),36% (9/25),40% (2/5),7,69% (47/68),35% (23/66),52% (70/134),3,100% (11/11),18% (2/11),59% (13/22),"['2', '1']","['6', '5']",[],[],[],1.49
29.03.2021,Humbert U.,0,4,5,,,,9,1,62%,68% (28/41),60% (15/25),60% (3/5),23% (10/44),33% (8/24),0% (0/3),6,65% (43/66),31% (21/68),48% (64/134),1,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],2.71
27.03.2021,Raonic M.,2,6,6,,,,14,2,62%,96% (22/23),71% (10/14),0% (0/0),47% (14/30),71% (12/17),57% (4/7),11,86% (32/37),55% (26/47),69% (58/84),5,100% (8/8),57% (4/7),80% (12/15),"['3', '1', '6', '2']","['3', '1', '5', '1']",[],[],[],1.18
27.03.2021,Thompson J.,0,2,1,,,,2,0,64%,53% (16/30),29% (5/17),43% (3/7),4% (1/23),14% (2/14),0% (0/0),3,45% (21/47),14% (5/37),31% (26/84),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],5.08
ATP - SINGLES :  Acapulco (Mexico),hard,header
18.03.2021,Raonic M.,0,4,2,,,,6,5,57%,59% (19/32),46% (11/24),43% (3/7),23% (6/26),16% (3/19),50% (1/2),6,54% (30/56),24% (11/45),41% (41/101),2,56% (5/9),11% (1/9),33% (6/18),"['4', '2']",[],[],[],[],1.11
18.03.2021,Koepfer D.,2,6,6,,,,5,2,58%,77% (20/26),74% (14/19),50% (1/2),41% (13/32),33% (8/24),57% (4/7),12,76% (34/45),46% (26/56),59% (60/101),5,89% (8/9),44% (4/9),67% (12/18),"['3', '4', '5', '4']","['3', '2', '5', '2']",[],[],[],7.10
17.03.2021,Raonic M.,2,7^8,6,,,,13,10,53%,77% (30/39),53% (18/34),33% (1/3),43% (20/47),34% (13/38),27% (3/11),6,66% (48/73),44% (37/85),54% (85/158),4,82% (9/11),27% (3/11),55% (12/22),[],"['1', '0', '3', '0', '4', '1']",[],[],[],1.31
17.03.2021,Paul T.,0,6^6,4,,,,1,4,55%,57% (27/47),55% (21/38),73% (8/11),23% (9/39),18% (6/34),67% (2/3),5,56% (48/85),34% (25/73),46% (73/158),3,73% (8/11),18% (2/11),45% (10/22),[],"['1', '3', '3', '5']",[],[],[],3.57
ATP - SINGLES :  Australian Open (Australia),hard,header
14.02.2021,Raonic M.,1,6^4,6,1,4,,26,3,61%,76% (57/75),48% (23/48),73% (8/11),22% (18/82),33% (13/39),33% (1/3),50,35,60% (12/20),6,65% (80/123),28% (34/121),47% (114/244),3,84% (16/19),5% (1/20),44% (17/39),[],"['3', '2']",[],[],[],2.82
14.02.2021,Djokovic N.,3,7^7,4,6,6,,10,3,68%,78% (64/82),59% (23/39),67% (2/3),24% (18/75),46% (22/48),27% (3/11),41,25,69% (11/16),7,72% (87/121),35% (43/123),53% (130/244),5,95% (19/20),16% (3/19),56% (22/39),[],[],"['3', '1', '5', '1']","['5', '4']",[],1.48
12.02.2021,Raonic M.,3,7^7,5,6,6,,13,5,56%,84% (51/61),63% (30/48),33% (1/3),32% (23/72),42% (31/74),42% (5/12),47,49,71% (25/35),8,79% (86/109),37% (54/146),56% (142/255),5,90% (18/20),25% (5/20),58% (23/40),[],"['1', '2']","['3', '2', '5', '2']","['2', '1', '4', '1']",[],1.16
12.02.2021,Fucsovics M.,1,6^2,7,2,2,,2,7,49%,68% (49/72),49% (36/74),58% (7/12),16% (10/61),27% (13/48),67% (2/3),30,39,77% (17/22),4,63% (92/146),21% (23/109),44% (113/255),3,75% (15/20),10% (2/20),43% (17/40),[],"['2', '0', '7', '5']",[],[],[],5.99
10.02.2021,Raonic M.,3,6^1,6,6,6,,26,6,64%,93% (52/56),65% (20/31),0% (0/0),38% (26/68),40% (18/45),38% (6/16),70,36,74% (34/46),12,83% (72/87),42% (47/113),60% (119/200),7,100% (18/18),33% (6/18),67% (24/36),[],"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0']","['3', '2']",[],1.14
10.02.2021,Moutet C.,1,7^7,1,1,4,,3,3,60%,62% (42/68),53% (24/45),63% (10/16),7% (4/56),16% (5/31),0% (0/0),18,14,38% (3/8),6,58% (66/113),17% (15/87),41% (81/200),2,67% (12/18),0% (0/18),33% (12/36),[],[],[],[],[],6.59
08.02.2021,Raonic M.,3,6,6,6,,,17,2,67%,85% (40/47),74% (17/23),100% (2/2),40% (27/67),45% (14/31),31% (5/16),51,36,84% (21/25),7,81% (57/70),45% (44/98),60% (101/168),5,100% (13/13),38% (5/13),69% (18/26),"['2', '1', '6', '3']","['2', '0']","['1', '0', '5', '2']",[],[],1.01
08.02.2021,Coria F.,0,3,3,2,,,2,3,68%,60% (40/67),45% (14/31),69% (11/16),15% (7/47),17% (4/23),0% (0/2),9,18,44% (4/9),5,55% (54/98),19% (13/70),40% (67/168),1,62% (8/13),0% (0/13),31% (8/26),[],[],[],[],[],22.00
ATP - SINGLES :  ATP Cup (Australia),hard,header
03.02.2021,Raonic M.,0,6^4,6^2,,,,15,5,56%,82% (36/44),54% (19/35),83% (5/6),22% (11/49),32% (12/37),25% (1/4),5,70% (55/79),31% (27/86),50% (82/165),2,92% (11/12),8% (1/12),50% (12/24),[],"['1', '2']",[],[],[],1.24
03.02.2021,Struff J-L.,2,7^7,7^7,,,,9,4,57%,78% (38/49),57% (21/37),75% (3/4),18% (8/44),31% (11/35),17% (1/6),7,69% (59/86),30% (24/79),50% (83/165),4,92% (11/12),8% (1/12),50% (12/24),[],"['2', '0']",[],[],[],4.20
02.02.2021,Raonic M.,2,6,6,,,,11,3,67%,91% (29/32),69% (11/16),0% (0/0),38% (20/53),46% (6/13),25% (2/8),8,83% (40/48),41% (27/66),59% (67/114),3,100% (10/10),22% (2/9),63% (12/19),"['5', '3']","['4', '3']",[],[],[],1.22
02.02.2021,Lajovic D.,0,3,4,,,,2,1,80%,62% (33/53),46% (6/13),75% (6/8),9% (3/32),13% (2/16),0% (0/0),4,59% (39/66),17% (8/48),41% (47/114),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],4.50
ATP - SINGLES :  Paris (France),hard,header
07.11.2020,Raonic M.,0,4,6^4,,,,12,1,69%,81% (38/47),29% (6/21),33% (1/3),20% (10/51),32% (6/19),14% (1/7),4,65% (44/68),27% (19/70),46% (63/138),1,82% (9/11),9% (1/11),45% (10/22),[],"['6', '6']",[],[],[],2.79
07.11.2020,Medvedev D.,2,6,7^7,,,,7,3,73%,80% (41/51),53% (10/19),86% (6/7),19% (9/47),67% (14/21),67% (2/3),7,73% (51/70),35% (24/68),54% (75/138),3,91% (10/11),18% (2/11),55% (12/22),"['3', '2']","['6', '5']",[],[],[],1.46
06.11.2020,Raonic M.,2,6,3,7^9,,,25,4,72%,79% (50/63),63% (15/24),83% (5/6),28% (20/71),33% (10/30),10% (1/10),7,75% (65/87),31% (31/101),51% (96/188),3,93% (14/15),7% (1/15),50% (15/30),"['3', '1']",[],[],[],[],1.41
06.11.2020,Humbert U.,1,3,6,6^7,,,9,1,70%,72% (51/71),63% (19/30),90% (9/10),21% (13/63),21% (5/24),17% (1/6),7,69% (70/101),25% (22/87),49% (92/188),3,93% (14/15),7% (1/15),50% (15/30),[],"['2', '0']",[],[],[],3.02
05.11.2020,Raonic M.,2,7^7,6,,,,17,1,64%,88% (30/34),74% (14/19),0% (0/0),30% (14/46),58% (15/26),29% (2/7),5,83% (44/53),40% (29/72),58% (73/125),5,100% (10/10),20% (2/10),60% (12/20),[],"['2', '1', '4', '1']",[],[],[],1.15
05.11.2020,Giron M.,0,6^1,2,,,,2,1,64%,70% (32/46),42% (11/26),71% (5/7),12% (4/34),26% (5/19),0% (0/0),5,60% (43/72),17% (9/53),42% (52/125),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],5.75
04.11.2020,Raonic M.,2,6,6,,,,11,2,66%,89% (31/35),56% (10/18),100% (1/1),34% (13/38),34% (10/29),33% (2/6),9,77% (41/53),39% (26/67),56% (67/120),3,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['3', '2']",[],[],[],1.18
04.11.2020,Herbert P.,0,4,4,,,,1,3,57%,66% (25/38),55% (16/29),67% (4/6),11% (4/35),33% (6/18),0% (0/1),4,61% (41/67),23% (12/53),44% (53/120),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],4.94
03.11.2020,Raonic M.,2,6,6,,,,18,0,49%,86% (18/21),86% (19/22),0% (0/0),32% (9/28),43% (10/23),60% (3/5),8,86% (37/43),45% (23/51),64% (60/94),5,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['2', '1', '4', '1']",[],[],[],1.20
03.11.2020,Bedene A.,0,3,2,,,,4,4,55%,68% (19/28),39% (9/23),40% (2/5),14% (3/21),14% (3/22),0% (0/0),4,55% (28/51),14% (6/43),36% (34/94),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.80
ATP - SINGLES :  Antwerp (Belgium),hard,header
22.10.2020,Raonic M.,2,7,7^7,,,,19,3,60%,89% (34/38),76% (19/25),0% (0/0),22% (11/50),38% (12/32),17% (1/6),5,84% (53/63),33% (27/82),55% (80/145),3,100% (12/12),8% (1/12),54% (13/24),"['6', '5']",[],[],[],[],1.19
22.10.2020,Norrie C.,0,5,6^4,,,,4,4,61%,78% (39/50),50% (16/32),83% (5/6),11% (4/38),12% (3/25),0% (0/0),4,67% (55/82),16% (10/63),45% (65/145),1,92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],5.02
21.10.2020,Raonic M.,2,6,7^7,,,,17,1,72%,91% (40/44),59% (10/17),100% (2/2),14% (5/36),37% (11/30),25% (1/4),6,82% (50/61),32% (21/66),56% (71/127),3,100% (11/11),10% (1/10),57% (12/21),"['2', '0']",[],[],[],[],1.19
21.10.2020,Bedene A.,0,3,6^4,,,,11,5,55%,86% (31/36),47% (14/30),75% (3/4),9% (4/44),35% (6/17),0% (0/2),5,68% (45/66),18% (11/61),44% (56/127),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],5.02
