Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Toronto (Canada) - Qualification,hard,header
05.08. 00:15,Bouchard E.,1,7,5,4,,,2,6,68%,67% (50/75),49% (17/35),64% (7/11),0 km/h,0 km/h,23% (12/52),48% (31/64),43% (3/7),61% (67/110),38% (44/117),49% (111/227),5,0,76% (13/17),18% (3/17),47% (16/34),"['7', '5']","['3', '1', '5', '1']",[],[],[],2.40
05.08. 00:15,Uchijima M.,2,5,7,6,,,7,15,45%,77% (40/52),52% (33/64),57% (4/7),0 km/h,0 km/h,33% (25/75),51% (18/35),36% (4/11),62% (73/117),39% (43/110),51% (116/227),5,1,82% (14/17),24% (4/17),53% (18/34),[],"['2', '5', '4', '5', '6', '5']","['3', '2']",[],[],1.54
ITF WOMEN - SINGLES :  W75 Zephyrhills,clay,header
WTA - SINGLES :  Guadalajara (Mexico),hard,header
19.09.2023,Bouchard E.,1,2,7^7,4,,,2,3,71%,57% (47/83),53% (18/34),60% (9/15),32% (18/57),43% (19/44),30% (3/10),56% (65/117),37% (37/101),47% (102/218),60% (9/15),20% (3/15),40% (12/30),[],"['2', '1', '5', '4']","['3', '3']",[],[],3.24
19.09.2023,Kudermetova V.,2,6,6^4,6,,,8,5,56%,68% (39/57),57% (25/44),70% (7/10),43% (36/83),47% (16/34),40% (6/15),63% (64/101),44% (52/117),53% (116/218),80% (12/15),40% (6/15),60% (18/30),"['2', '0', '6', '2']","['3', '3', '5', '5']","['2', '1', '4', '3']",[],[],1.35
18.09.2023,Bouchard E.,2,6,7^7,,,,5,0,66%,76% (28/37),79% (15/19),0% (0/1),35% (16/46),76% (13/17),50% (3/6),0% (0/0),77% (43/56),46% (29/63),61% (72/119),90% (9/10),33% (3/9),63% (12/19),"['2', '0', '4', '0']","['3', '2']",[],[],[],2.08
18.09.2023,Zarazua R.,0,1,6^4,,,,1,3,73%,65% (30/46),24% (4/17),50% (3/6),24% (9/37),21% (4/19),100% (1/1),0% (0/0),54% (34/63),23% (13/56),39% (47/119),67% (6/9),10% (1/10),37% (7/19),[],"['5', '5']",[],[],[],1.75
WTA - SINGLES :  US Open (USA) - Qualification,hard,header
24.08.2023,Bouchard E.,1,1,6,4,,,3,3,58%,61% (28/46),53% (18/34),64% (7/11),24% (13/55),59% (24/41),18% (2/11),58% (46/80),39% (37/96),47% (83/176),69% (9/13),14% (2/14),41% (11/27),[],"['5', '3', '6', '4']",[],[],[],3.04
24.08.2023,Yastremska D.,2,6,4,6,,,6,4,57%,76% (42/55),41% (17/41),82% (9/11),39% (18/46),47% (16/34),36% (4/11),61% (59/96),43% (34/80),53% (93/176),86% (12/14),31% (4/13),59% (16/27),"['3', '1', '5', '1']","['4', '5']","['3', '2']",[],[],1.38
22.08.2023,Bouchard E.,2,6,6,,,,2,0,65%,64% (18/28),60% (9/15),33% (1/3),36% (14/39),86% (19/22),60% (6/10),63% (27/43),54% (33/61),58% (60/104),75% (6/8),67% (6/9),71% (12/17),"['3', '2', '5', '2']","['1', '0', '3', '0', '5', '2', '6', '3']",[],[],[],1.05
22.08.2023,Hui K.,0,2,3,,,,0,7,64%,64% (25/39),14% (3/22),40% (4/10),36% (10/28),40% (6/15),67% (2/3),46% (28/61),37% (16/43),42% (44/104),33% (3/9),25% (2/8),29% (5/17),[],"['2', '4', '3', '5']",[],[],[],9.89
WTA - SINGLES :  Montreal (Canada) - Qualification,hard,header
06.08.2023,Bouchard E.,1,1,6,1,,,2,1,72%,55% (23/42),50% (8/16),44% (4/9),26% (10/38),56% (14/25),75% (3/4),53% (31/58),38% (24/63),45% (55/121),50% (5/10),27% (3/11),38% (8/21),"['1', '0']","['2', '0', '5', '1']",[],[],[],2.94
06.08.2023,Collins D.,2,6,1,6,,,4,2,60%,74% (28/38),44% (11/25),25% (1/4),45% (19/42),50% (8/16),56% (5/9),62% (39/63),47% (27/58),55% (66/121),73% (8/11),50% (5/10),62% (13/21),"['1', '1', '3', '1', '5', '1']",[],"['2', '0', '4', '0']",[],[],1.37
WTA - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
27.06.2023,Bouchard E.,0,4,5,,,,1,1,72%,56% (23/41),75% (12/16),0% (0/4),31% (17/54),54% (21/39),18% (2/11),21,24,72% (13/18),61% (35/57),41% (38/93),49% (73/150),64% (7/11),18% (2/11),41% (9/22),"['3', '5']","['5', '5']",[],[],[],2.31
27.06.2023,Minnen G.,2,6,7,,,,2,6,58%,69% (37/54),46% (18/39),82% (9/11),44% (18/41),25% (4/16),100% (4/4),20,22,56% (9/16),59% (55/93),39% (22/57),51% (77/150),82% (9/11),36% (4/11),59% (13/22),"['3', '2', '5', '2']","['3', '2', '6', '5']",[],[],[],1.59
WTA - SINGLES :  Berlin (Germany) - Qualification,grass,header
18.06.2023,Bouchard E.,1,3,7,3,,,3,2,71%,63% (38/60),67% (16/24),44% (4/9),29% (20/69),59% (16/27),38% (3/8),64% (54/84),38% (36/96),50% (90/180),67% (10/15),20% (3/15),43% (13/30),[],"['1', '0', '6', '5']","['1', '0']",[],[],1.48
18.06.2023,Zvonareva V.,2,6,5,6,,,2,3,72%,71% (49/69),41% (11/27),63% (5/8),37% (22/60),33% (8/24),56% (5/9),63% (60/96),36% (30/84),50% (90/180),80% (12/15),33% (5/15),57% (17/30),"['4', '3', '6', '3']","['4', '4']","['3', '3', '5', '3']",[],[],2.68
18.06.2023,Bouchard E.,2,7,3,6,,,4,5,63%,67% (42/63),51% (19/37),64% (7/11),33% (29/89),68% (30/44),22% (4/18),61% (61/100),44% (59/133),52% (120/233),75% (12/16),27% (4/15),52% (16/31),"['7', '5']","['3', '5']","['1', '0', '2', '1']",[],[],1.34
18.06.2023,Birrell K.,1,5,6,4,,,6,3,67%,67% (60/89),32% (14/44),78% (14/18),33% (21/63),49% (18/37),36% (4/11),56% (74/133),39% (39/100),48% (113/233),73% (11/15),25% (4/16),48% (15/31),[],"['3', '2', '5', '2', '6', '3']","['1', '1']",[],[],3.09
CHALLENGER WOMEN - SINGLES :  Florence (Italy),clay,header
19.05.2023,Bouchard E.,0,3,0,,,,1,2,48%,60% (12/20),32% (7/22),56% (5/9),44% (15/34),63% (5/8),33% (2/6),45% (19/42),48% (20/42),46% (39/84),20% (1/5),40% (2/5),30% (3/10),"['2', '4', '3', '5']",[],[],[],[],1.53
19.05.2023,Errani S.,1,6,1,,,,0,0,81%,56% (19/34),38% (3/8),67% (4/6),40% (8/20),68% (15/22),44% (4/9),52% (22/42),55% (23/42),54% (45/84),60% (3/5),80% (4/5),70% (7/10),"['1', '0', '4', '1', '5', '2', '6', '3']",[],[],[],[],2.55
17.05.2023,Bouchard E.,2,7^8,6,,,,1,2,58%,67% (29/43),45% (14/31),40% (2/5),36% (16/44),65% (15/23),50% (4/8),58% (43/74),46% (31/67),52% (74/141),73% (8/11),40% (4/10),57% (12/21),"['2', '1', '4', '3']","['1', '1', '4', '2']",[],[],[],2.05
